bank_id,date,amount,description,company,reference,ledger_id
B00661,2026-06-16,35086.35,PAYMENT EVERLINE MANUFACTURING REF INV-60868,Everline Manufacturing,INV-60868,BANK-1017
B00022,2026-05-01,40038.19,PAYMENT YELLOWBRICK MEDIA REF INV-88504,Yellowbrick Media,INV-88504,BANK-1018
B00316,2026-05-31,4711.21,PAYMENT IRONWOOD MATERIALS REF INV-68554,Ironwood Materials,INV-68554,BANK-1019
B00842,2026-05-17,41971.9,WIRE RECEIVED UMBRA DIGITAL STUDIO REF INV-36894,Umbra Digital Studio,INV-36894,BANK-1020
B00377,2026-06-04,523.38,PAYMENT YELLOWBRICK MEDIA REF INV-23399,Yellowbrick Media,INV-23399,BANK-1021
B00733,2026-07-07,2611.39,PAYMENT IRONWOOD MATERIALS REF INV-11197,Ironwood Materials,INV-11197,BANK-1022
B00487,2026-06-14,2116.0,PAYMENT ZENITH INDUSTRIAL SUPPLY REF INV-84141,Zenith Industrial Supply,INV-84141,BANK-1023
B00744,2026-06-15,1438.01,PAYMENT KINGFISHER CABLE CO REF INV-92465,Kingfisher Cable Co,INV-92465,BANK-1024
B00297,2026-07-07,3023.99,PAYMENT IRONWOOD MATERIALS REF INV-59391,Ironwood Materials,INV-59391,BANK-1025
B00569,2026-05-03,1241.98,PAYMENT WESTGATE FACILITIES MGMT REF INV-39939,Westgate Facilities Mgmt,INV-39939,BANK-1026
B00505,2026-05-01,144.36,PAYMENT QUORUM LEGAL ADVISORS REF INV-16310,Quorum Legal Advisors,INV-16310,BANK-1027
B00973,2026-06-27,289.0,PAYMENT EMBERLINE FOODS REF INV-74918,Emberline Foods,INV-74918,BANK-1028
B00868,2026-05-03,175.44,WIRE RECEIVED JUNCTION ANALYTICS REF INV-28873,Junction Analytics,INV-28873,BANK-1029
B00649,2026-07-28,2527.91,PAYMENT MERIDIAN SOFTWARE INC REF INV-86568,Meridian Software Inc,INV-86568,BANK-1030
B00232,2026-06-25,393.4,PAYMENT FENWICK OFFICE SOLUTIONS REF INV-22021,Fenwick Office Solutions,INV-22021,BANK-1031
B00768,2026-06-10,37664.05,PAYMENT DRIFTWOOD CAFÉ GROUP REF INV-38039,Driftwood Café Group,INV-38039,BANK-1032
B01005,2026-06-30,181.93,PAYMENT BLUEPEAK LOGISTICS REF INV-55442,Bluepeak Logistics,INV-55442,BANK-1033
B00115,2026-06-09,2492.24,PAYMENT ZENITH INDUSTRIAL SUPPLY REF INV-84531,Zenith Industrial Supply,INV-84531,BANK-1034
B00521,2026-05-05,8552.98,PAYMENT NIGHTSHADE SECURITY REF INV-75811,Nightshade Security,INV-75811,BANK-1035
B00837,2026-07-20,1137.41,WIRE RECEIVED WESTGATE FACILITIES MGMT REF INV-80028,Westgate Facilities Mgmt,INV-80028,BANK-1036
B00901,2026-07-12,22739.68,PARTIAL PMT FENWICK OFFICE SOLUTIONS REF INV-34217,Fenwick Office Solutions,INV-34217,BANK-1037
B00563,2026-07-21,4008.89,PAYMENT IVY & OAK PRINT SHOP REF INV-66283,Ivy & Oak Print Shop,INV-66283,BANK-1038
B00439,2026-06-22,248.04,PAYMENT KESTREL MARKETING GROUP REF INV-90750,Kestrel Marketing Group,INV-90750,BANK-1039
B00359,2026-07-02,46073.82,PAYMENT REDSTONE CONTRACTING REF INV-12061,Redstone Contracting,INV-12061,BANK-1040
B00219,2026-07-23,3486.25,PAYMENT VANTERRA CHEMICALS REF INV-96787,Vanterra Chemicals,INV-96787,BANK-1041
B00296,2026-06-30,23466.98,PAYMENT DRIFTWOOD CAFÉ GROUP REF INV-18163,Driftwood Café Group,INV-18163,BANK-1042
B00447,2026-05-02,479.5,PAYMENT HOLLOW CREEK FARMS REF INV-44365,Hollow Creek Farms,INV-44365,BANK-1043
B00867,2026-06-16,11243.41,WIRE RECEIVED LAKESIDE PROPERTY MGMT REF INV-64687,Lakeside Property Mgmt,INV-64687,BANK-1044
B01057,2026-05-16,2023.84,INTEREST PAYMENT,Yellowbrick Media,,BANK-1045
B00799,2026-07-12,435.64,WIRE RECEIVED KINGFISHER CABLE CO REF INV-30715,Kingfisher Cable Co,INV-30715,BANK-1046
B00675,2026-06-19,3184.4,PAYMENT VANTERRA CHEMICALS REF INV-27329,Vanterra Chemicals,INV-27329,BANK-1047
B00642,2026-07-22,48441.44,PAYMENT JUNCTION ANALYTICS REF INV-58906,Junction Analytics,INV-58906,BANK-1048
B00251,2026-06-07,42005.36,PAYMENT EMBERLINE FOODS REF INV-52101,Emberline Foods,INV-52101,BANK-1049
B00488,2026-05-29,6172.83,PAYMENT JASPER METALS CORP REF INV-13840,Jasper Metals Corp,INV-13840,BANK-1050
B01060,2026-05-30,986.17,INTEREST PAYMENT,Junction Analytics,,BANK-1051
B01017,2026-07-28,48794.27,PAYMENT KESTREL MARKETING GROUP REF INV-97340,Kestrel Marketing Group,INV-97340,BANK-1052
B00516,2026-05-12,2619.25,PAYMENT TRAILMARK EQUIPMENT RENTAL REF INV-94130,Trailmark Equipment Rental,INV-94130,BANK-1053
B00248,2026-06-15,664.79,PAYMENT LAKESIDE PROPERTY MGMT REF INV-16265,Lakeside Property Mgmt,INV-16265,BANK-1054
B01025,2026-05-08,1491.64,PAYMENT COBATL FREIGHT LINES REF INV-89711,,INV-89711,BANK-1055
B00230,2026-06-02,484.82,PAYMENT DRIFTWOOD CAFÉ GROUP REF INV-16839,Driftwood Café Group,INV-16839,BANK-1056
B00484,2026-07-22,447.54,PAYMENT FOXGLOVE DESIGN CO REF INV-48680,Foxglove Design Co,INV-48680,BANK-1057
B00288,2026-05-05,139.58,PAYMENT JUNCTION ANALYTICS REF INV-27961,Junction Analytics,INV-27961,BANK-1058
B00813,2026-05-26,1934.09,WIRE RECEIVED IRONWOOD MATERIALS REF INV-69596,Ironwood Materials,INV-69596,BANK-1059
B00185,2026-05-11,479.12,PAYMENT YELLOWBRICK MEDIA REF INV-22219,Yellowbrick Media,INV-22219,BANK-1060
B00745,2026-07-27,2973.11,PAYMENT CEDAR & VINE SUPPLY CO REF INV-36047,Cedar & Vine Supply Co,INV-36047,BANK-1061
B00834,2026-07-01,441.72,WIRE RECEIVED VANTERRA CHEMICALS REF INV-30366,Vanterra Chemicals,INV-30366,BANK-1062
B00131,2026-06-26,1416.01,PAYMENT FOXGLOVE DESIGN CO REF INV-73532,Foxglove Design Co,INV-73532,BANK-1063
B00611,2026-07-09,48124.69,PAYMENT IRONWOOD MATERIALS REF INV-93476,Ironwood Materials,INV-93476,BANK-1064
B00643,2026-07-13,299.09,PAYMENT AURORA TEXTILES LTD REF INV-88204,Aurora Textiles Ltd,INV-88204,BANK-1065
B00172,2026-06-01,3187.16,PAYMENT NORTHFIELD PACKAGING REF INV-26505,Northfield Packaging,INV-26505,BANK-1066
B00114,2026-05-29,32284.29,PAYMENT PINEHILL DISTRIBUTORS REF INV-78494,Pinehill Distributors,INV-78494,BANK-1067
B00041,2026-05-31,31776.58,PAYMENT JASPER METALS CORP REF INV-62923,Jasper Metals Corp,INV-62923,BANK-1068
B00996,2026-06-05,4540.7,PAYMENT OAKSTONE REALTY HOLDINGS REF INV-17138 (DUP),Oakstone Realty Holdings,INV-17138,BANK-1069
B00087,2026-06-11,2577.64,PAYMENT EMBERLINE FOODS REF INV-37742,Emberline Foods,INV-37742,BANK-1070
